,isbn_numbers,price_list,book_urls,isbn
31, ISBN:9780978806576 Publication Year:2013,$34.99,https://www.ebay.com/itm/165297324688?epid=178773985&hash=item267c7d0290%3Ag%3AI0gAAOSwBpNh7ZRq&LH_BIN=1,9780978806576
32, Item Width:1.5 ISBN:9780890425558,$47.99,https://www.ebay.com/itm/224521782107?epid=159849969&hash=item34468a835b%3Ag%3AGE4AAOSwsnlg4z99&LH_BIN=1,9780890425558
33, ISBN:9780966693706 Publication Year:2015,$14.99,https://www.ebay.com/itm/134002861310?epid=20038757959&hash=item1f333164fe%3Ag%3AiN8AAOSwDsdh7KUt&LH_BIN=1,9780966693706
34, ISBN:9781496331519 Publication Year:2017,$29.99,https://www.ebay.com/itm/173859158188?epid=237947279&_trkparms=ispr%3D1&hash=item287ad038ac%3Ag%3AVAsAAOSw6o5f%7E26-&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSDAeS9EQtjPGVfKXTxF0%252BjtpgNuvWYPE2ZGZp3%252B9HSH%252BA%252F%252FBwy9BISXFjZYVajAGvt%252F5RbmBG3CaST1pkxeBRbr4E5VREXPGwO1mDuogjurxHn7pD9h%252Fixi4%252FlgzohkQK2djTbqUk8D32ROWRuP9omSKIweuiW5EAvl1H6z3UZSCQe8PE4UdshhQ%252FneAKki2A%252BF166ygmNaBDReYO5pK7dxF7zNBG1bkXeCteAmlltXqlTcrTN3Kj4ltg4eHqyabkBLvAnwr8lQjzTOKsk84wSLX%252B%252B0kJqVPJRgNYePW%252BvlPA8qX46GMB5CIdEnvsj5vKQlUUp4sAuxYhTk31njhUHP%252FR%252Fb4WLfWjaArOesxYDoYwMgKcViKCJvA6U92tfwG0niEY4dkiFIu2jaExJIV8abzO8pdWtt8eQtPA1DtAVNiRngWurAA5zrdKSidhrFDjNhLOyK386NTbD%252FShN%252B71nLXBjLxEpNQtteoV5E32tMfSlDYU3VVFlkSUR%252BtS0xHXDZtzehtcHvwkTIm%252FdswGsdcp09Rd8eMRptRlpnBySBjZTct3fV%252FHV7lCdEclc8V%252BDV9nn8zh8YbyVJWAOeblHmVz1kW0nfMMNFddWQDo13iQ30X8bLb%252FPgF2WpLGWxJp%252Fp1QgIaYw37AjVWyCOAlDc6dPQSM%252BzV1%252BLzpcg%252B8MlBTGDCpdqB4I7rdx5yEDZTtakWsGbA8tWc2TmD%252BmwyQTnt8aMSxFkXEXOpxIN3A%252BmzTwE9Zd8jRrRELhTFx86X9KxTeiosxrdFcgcBF3%252BsltylsWDynB8J00uOlHsy7R4JaUWZwBZ%252BQb%252FNLpqRL8QD6%7Cclp%3A2334524%7Ctkp%3ABFBMytrSjtFf&LH_BIN=1,9781496331519
35, Modified Item:No ISBN:Does not apply,$295.00,https://www.ebay.com/itm/154754773859?_trkparms=ispr%3D1&hash=item24081a7363%3Ag%3Auw8AAOSwi7Nhh02U&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsStEKTPzZMfQmny3knR97t0P0ndh0qP3fSEY6Z61IqO5fVsO6740TupUw%252F7qbRCpGaUbCFeIooNtGGwKRPT3UwNuGTMoVJBYJwRxHS4J5TZxf1QX9IkElqI4fwme4gutLbhO%252BUzflyxolMOCn1IExqx5rjJLmyNKB8D3Uyd6sRQPyHg6ElJcXgcdJN1Yh0EhdbfptdXpTeKaxWcx4IZNQxga9yBWIfhwpRi6W6Z6ZWpUaov00wVChgG04%252FrNgwgqb4FNP9Fv55SpEUZiN7qaDpcOW2U%252B%252F0004cxmefswmZ5xtyE%252BFJBe4Mfe1L0%252Fax4Y3B%252B8hqAGSrtbpgR7%252BF2e0DKfoq%252F2mQm0hZ6a6HH3fbZYGLN1kkQF1y8X1lZsFB3kMCPE6opoINPPgl7VvyIWtl%252FQdR9yOMEGYC1OvzHPTrmkE1EC9fzNKtbb6VRDsbk3ni%252BhqBSQAZcMw3%252FNJKtHb%252FPIcu3Sflah6y6s3ILnx7BeMMcMiQpXSahFFygjSUa%252FOODv%252BOrrRXdOZcj02H8gdeARrp9f23O06JzikUWKPyPYSgWGtNVIDwservRPefhuQzfbI6hKpVi0UQhPnUYXxdH8MMRax5Zdcoq63kmRbGGl%252BtoCqV5GnMBIe4iZALmHNwTqPtPiOyCkPxrNrFfHy0nGJag3WqFbyNn5l3xnfBqIO3Ylo3ZW76bgQEmaqOCVBgICMuOoZPvCZzHyaLcMPA0eN6xhbJPfAGiRBfGohGLGwyp5%252B0g0U9g6YsJn3ZTkkYJuVgSouxUboD5lrfZznFw9efKn784lyNWW701H8OWda10P6Iio9cbYYMPJHgTn%252BI%7Cclp%3A2334524%7Ctkp%3ABFBMytrSjtFf&LH_BIN=1,
36, ISBN:9781319448684,$59.99,https://www.ebay.com/itm/384472580316?hash=item59845a00dc%3Ag%3Adg4AAOSwwuxhfHSQ&LH_BIN=1,9781319448684
37, ISBN:Not Applicable UPC:689828315673,$27.99,https://www.ebay.com/itm/392263763571?epid=6050082597&hash=item5b54be0673%3Ag%3AN%7EwAAOSwZ6hclCXv&LH_BIN=1,
38, ISBN:9781259927645,$19.90,https://www.ebay.com/itm/233443184718?epid=237440739&hash=item365a4c504e%3Ag%3A4yUAAOSwDYZeAGyX&LH_BIN=1,9781259927645
39, ISBN:9781681351476,$54.99,https://www.ebay.com/itm/223533998678?epid=2151125323&hash=item340baa2256%3Ag%3AbiAAAOSwFMtcwel9&LH_BIN=1,9781681351476
40, ISBN:DOESNOTAPPLY,$59.99,https://www.ebay.com/itm/133886547369?hash=item1f2c4295a9%3Ag%3AdzIAAOSwWexhThYO&LH_BIN=1,
41, ISBN:9781681612058,$56.00,https://www.ebay.com/itm/384331813291?epid=6042300029&hash=item597bf611ab%3Ag%3Ai0wAAOSw5vpgr6IZ&LH_BIN=1,9781681612058
42," Publication Name:Living Religions, Books a la Carte Edition ISBN:9780134169071",$40.23,https://www.ebay.com/itm/115213495734?epid=18038261814&hash=item1ad3426db6%3Ai%3A115213495734&LH_BIN=1,9780134169071
43," ISBN:9780470408810 Publication Name:Science Teacher's Activity-A-Day, Grades 5-10 : Over 180 Reproducible Pages of Quick, Fun Projects That Illustrate Basic Concepts",$7.99,https://www.ebay.com/itm/265511812665?epid=102798109&hash=item3dd1bcbe39%3Ag%3ABGcAAOSwAfVf%7Ecax&LH_BIN=1,9780470408810
44, Publication Year:2018 ISBN:9781610060035,$17.00,https://www.ebay.com/itm/234387406164?hash=item369293fd54%3Ag%3AKvkAAOSw6mhh6xkw&LH_BIN=1,9781610060035
45, Number of Pages:306 ISBN:9780996284677,$14.25,https://www.ebay.com/itm/175121663394?hash=item28c61085a2%3Ag%3At9oAAOSwmOVh6v7U&LH_BIN=1,9780996284677
46," Condition:Like New: A book that looks new but has been read. Cover has no visible wear, and the dust jacket ... Read moreabout the conditionLike New: A book that looks new but has been read. Cover has no visible wear, and the dust jacket (if applicable) is included for hard covers. No missing or damaged pages, no creases or tears, and no underlining/highlighting of text or writing in the margins. May be very minimal identifying marks on the inside cover. Very minimal wear and tear. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ISBN:9781509303656",$30.00,https://www.ebay.com/itm/304327783182?epid=235655422&hash=item46db59730e%3Ag%3AT%7E4AAOSwuIlh7JFa&LH_BIN=1,9781509303656
47, EAN:9780323028851 ISBN:0323028853,$35.00,https://www.ebay.com/itm/304324512229?epid=45331167&hash=item46db2789e5%3Ag%3AGsEAAOSwQv9h4b%7Ej&LH_BIN=1,9780323028851
48, ISBN:9781455922994 Publication Year:2019,$43.99,https://www.ebay.com/itm/224612076656?epid=20038382870&hash=item344bec4c70%3Ag%3AEM0AAOSw6iRhQ1br&LH_BIN=1,9781455922994
49, Level:Advanced ISBN:0916888096,$18.97,https://www.ebay.com/itm/185265468004?epid=116821558&hash=item2b22aeb264%3Ag%3AoMUAAOSwC35h6v%7EL&LH_BIN=1,
50, Type:Style Guide ISBN:9780958057141,$32.99,https://www.ebay.com/itm/153694545783?epid=8024607655&hash=item23c8e8a777%3Ag%3AIX4AAOSwnO1dr1fb&LH_BIN=1,9780958057141
51, ISBN:9780735216204 Publication Year:2017,$12.99,https://www.ebay.com/itm/313845736316?epid=236561651&hash=item4912a9e37c%3Ag%3AGZIAAOSwdPNh7ZPC&LH_BIN=1,9780735216204
52, ISBN:9780981626727 EAN:9780981626727,$45.00,https://www.ebay.com/itm/393850008655?epid=126897846&hash=item5bb34a344f%3Ag%3AfpkAAOSw3WRh11%7EZ&LH_BIN=1,9780981626727
53, ISBN:9780134464459 EAN:9780134464459,$47.88,https://www.ebay.com/itm/115213495051?epid=228947051&hash=item1ad3426b0b%3Ag%3ASxEAAOSw4f9f%7Ese9&LH_BIN=1,9780134464459
54, Subject:Literature ISBN:9781554811038,$15.99,https://www.ebay.com/itm/175123080812?epid=117276905&_trkparms=ispr%3D1&hash=item28c626266c%3Ag%3A%7ECAAAOSwaYdhmS2S&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSDAeS9EQtjPGVfKXTxF0%252Bjpr1bw3AlbaoL5gqEq8qWUQ95ahmuAfeDaovFjlOsl72RhhudLhSG9oSMbFQGKaEGLjgAuSQF%252B5N%252FyNMvLgWdbFkkU3qhLvP67UGMydkmqdgDgFsUPW6045h2rrmVI357PlqHhaYZ05XOHatXpAMziqLiummNODqWZlWD5CW0mjl%252B6kg2JYOpTd99qR41QIGDo0m0QvcjSJHwGdbve2ULicCEgfDZj3Y%252B6YXYm11CEx04BmL6JFwnF2%252BXPMlU%252Bf7llaYANn7HJKzTGWsRY4oIcM6StaHqC6cO8ageWKTA5yG%252FUaVTfvr%252B5%252B3g4uyGOUbS%252B8JtohSNUR%252BGD3SLGfvbqbNVNXsZOP9muuHi37uxF8Bh9VEzPOely7iMc05W8pfv%252Bio8kKsX87EvfLIkISl%252FgeaHSIbeBNz3aveu8ptB93P1uc2JPuvTpl3R43EIUrW%252Fby7PyUWFq3Fev5etihDF0pxTNRaPKWvhv%252Foaeo%252Bn757s83QE8dH8Vw5cMudXNXL7DopIZOU1tJgG6m94fJUnYGQBARfz7%252F9NaTwLd8fgB2is%252BBZpaNl6MzL4vK2oGHCTQ%252BFE5ETl2vfHuvPjNAJa0CJ%252BUiFl0YI3QBFC6HBxXe%252FACo0YslndQePFi%252F%252B97Z6Rh6hDI4HwK7BUk6SYsIQiMSwROEQMxYYQbOzZA1n9ujkSZEreIAs%252BXYtgSgtEAtFTHYpiHLooF1Q5GYL7X4ZegExSdrOjkRfQ8NgZyLvODm9eGIhmH%252BOUaJ%252FfAKgKq0qVD%252BiUXmHu2xzyXxETZugzjQf%252BRPXMv1SeX9QinSD%252Bdz5%7Cclp%3A2334524%7Ctkp%3ABFBMzNrSjtFf&LH_BIN=1,9781554811038
55, MPN:Does not apply ISBN:0134555635,$53.39,https://www.ebay.com/itm/254545057420?epid=235613838&_trkparms=ispr%3D1&hash=item3b4411568c%3Ag%3Aq1sAAOSwksZhETTu&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dstswIvvns7MIo9wvAM%252F2tyjyDcNojITrh%252BBZl0ihm8BamvECVL%252FT%252BaGkZMAtZnCQn9ivrA5GSfMABNt%252B8sY1stSxBLDkGM4zdBPj4upCqIl9IelLoNk9nztJq97X%252FZqe%252FNQzv4VrfmRLNASJU4wJcWYa1G4PekyH37QfngS2c9emoeVP0o4%252BTTPv%252FlfjQRgGyQqy%252BYHfj4cGKNEYbGRDuiPba%252FjmPDxrSA1RTYut9NXcYZVZMcJLgd9slgqTJDjjAqTGTbXx7URysppGJZvML43Tvg8jIitlQtbKxNQNrGZnLqJHDy5wskHGz%252F2PA66sJ6t%252FdAO%252BeB4rVSS4S2VtCadSg2yKP%252BhoX%252B%252Bwpy7QmVrofcXLlIHEtBRBaDFlIM4n%252F%252FHxoR9eD00vZaOrzgVug4yepDjD3mLSIzDU8Eg2Kj%252F10vFx2HRSYYPeZ%252BQ415%252B5QgMk5LlzDjIDrUFOBJrx%252FJAc4YHs43Ns8bJ7mM82DQ03YDvG94oO8C5nztZ3tK6t3uWFtcty0qKKuxNgZwNLklhePxrh8%252ByEfd1%252FwB4Ctf3h8CaB%252B9HWXwObxxywRQq8IjnrYGkFKQpoJmmgqjdJLsiV8BvpAensdnbHuvqFGmQVw2RhEOgbnmivdBixtis5IUnn%252BHzUXQsjEHQaGLKRhXf%252F7s0Zf2tBN%252BXmlBCpYz0BWF%252Byz7Xje0d39sOb5F2bJ6YnaFton3356Y6rojI4b5rimD94eKL3qrR8ztMVOXLWkSG9vhBLzDEfOqS%252Bj9mrvsIU7BQtlGbEbP3972OWmKRcUYDtCAkTqe38DQMTk1%252B%7Cclp%3A2334524%7Ctkp%3ABFBMgPfSjtFf&LH_BIN=1,
56," Artist:Kakutani, Michiko ISBN:0525574972",$10.30,https://www.ebay.com/itm/274912524965?epid=21038664395&_trkparms=ispr%3D1&hash=item4002103aa5%3Ag%3AAroAAOSw6GVf%7Er0m&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSlHY%252FYTip4QFVjNQrCEJt6ruSUmLH0HAWLatCbCg0f29WwtcOfmMRhL6a7cetuPl3WC5YbUmMvfEqdVn%252FLdqRAkeWiS4FT%252FuBuzZZgWMUDNqiCgGHR7C%252BvM7C0ZPmMf7ZJ0sxeA1JJtwMwG7VpH6p4sub6LW1yAOduOEO4h2RjqKfLKhTVknaGD%252B%252B75LG9m3kH2P%252BsAiqx4eW3pg8MGDtwTpsKt5f%252FF5mH%252B6IU%252BplZOYxH88tYMgKqR5M3XzagkkoKZIzPS28HnNzaLNri1Guyz8bhbg7a31C8It5B0E%252F0NPIs5XorAwgTYTh%252B7zzTFKCkpAFW4tbxQireGhp9whGGUS1oPoiZUE%252FNSE1nljUD%252FHCpzGzsdldvkKFCp09NmP40g6UPHinCuJt6IaJLjDCurWx%252B3O1lvIrZupBpIOkFtt55tt9t9smVuMxT1UKYxpykFsVsTb0RDbQeo4J%252Bc8HpDM5dXIVIOM8%252FAeDLFVmhT%252FsrRl%252B1HwhaIBBE0Q%252F4bGysBge%252Fg1YrHWezQRlg8ykKxVO7lXTMoSrwBwi7A7K%252FNr%252FmvhX7QZ6P38k9GTec1PSA6IpWCxRnNkygIHGgYf6vD4iZKvmT0rryc1FDPCLbcaKmLDfd6uZt65m%252B%252B7Om1Ll9iTDoTQuWd8ClLXI1d1bZYr0ArxHfPa3uFcFAOGCsE0cL4dfGAWSgyw2BkT3mH%252By3WZKkjcRCBqY5n%252FGYzToxl2aI0CsINAws73A%252FlgW0t9Yt%252BmmMDLBqcdDyNasgXcrV0x7GG0jcBj36JfOhoQHNaxplBrIBSKTC4zHMtPYiMKgEyvWiGH7rBlqTc6Ma3CM%7Cclp%3A2334524%7Ctkp%3ABFBMgPfSjtFf&LH_BIN=1,
57, Personalized:No ISBN:9780997693768,$25.50,https://www.ebay.com/itm/165294488549?epid=236989957&hash=item267c51bbe5%3Ag%3ALrsAAOSwck9h6t6d&LH_BIN=1,9780997693768
58, ISBN:9781629973296 Publication Year:2016,$24.00,https://www.ebay.com/itm/234389961066?epid=8038720755&hash=item3692baf96a%3Ag%3AEfQAAOSwnwth25a3&LH_BIN=1,9781629973296
59, Subject:Barbering ISBN:9781305100558,$75.00,https://www.ebay.com/itm/353871160614?epid=219177691&hash=item52645d6526%3Ag%3AtuMAAOSw7dth7HPs&LH_BIN=1,9781305100558
60, ISBN:9780133970777,$20.94,https://www.ebay.com/itm/333179777085?epid=210823507&hash=item4d930ff03d%3Ag%3Ab%7EgAAOSwUchaTH-y&LH_BIN=1,9780133970777
61, ISBN:9781629972725 Publication Year:2016,$15.90,https://www.ebay.com/itm/393889694561?epid=11038773149&hash=item5bb5a7c361%3Ag%3ALsMAAOSweDpf%7EqfA&LH_BIN=1,9781629972725
62, Subject Area:Maritime ISBN:9780801894756,$14.95,https://www.ebay.com/itm/294757445083?epid=79608869&hash=item44a0e9addb%3Ag%3A%7EUsAAOSwKGRh7BvA&LH_BIN=1,9780801894756
63, Publication Name:discovering the life span ISBN:9780134556949,$69.99,https://www.ebay.com/itm/363699539925?epid=234976786&hash=item54ae2e8fd5%3Ag%3A49UAAOSwby9f%7EqJF&LH_BIN=1,9780134556949
64, Item Weight:400 g ISBN:9780615889603,$24.00,https://www.ebay.com/itm/144382804751?epid=172107745&hash=item219de2c30f%3Ag%3A%7EBkAAOSwFiNdqQVZ&LH_BIN=1,9780615889603
65, ISBN:9780988924611,$24.94,https://www.ebay.com/itm/284411671644?epid=2134399488&hash=item423841b45c%3Ag%3A3ucAAOSwKuNgad7v&LH_BIN=1,9780988924611
66, UPC:Does not apply ISBN:9781333634315,$5.95,https://www.ebay.com/itm/165292825922?epid=247343175&_trkparms=ispr%3D1&hash=item267c385d42%3Ag%3AQQEAAOSw6pxh6Y2t&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSLY2M1Gjmuwt9c03vWNfiRhP1CAujT8AgYY0%252BoReyE6Yujlbe6QfgoNN98eJJh%252Fjwp7Js0YAJ4k551ZT7dJPHol7C0cGE42lm2MzLQGuIl80e4Xze1EySOZAlkV2Fn85LbemhB4tgWoshqGRuxjJR2HzZy2p93ZQW5jdKttytdkhSYUbhoeDjj2w9oVfD4G04aekV8UHayHVdoVkxKX1%252FDeXyZVzM0d%252BB2JSoihXziSNOtuOChuDFytYgWOWyqsv9mVGB2VyPbkW1RIJHSfDa2PALdddQzzJPPWVDoKvGDhSC3imjtGXUNuEhpkkqipe7KxlOGBPlBinvzfreN622of2NpYda7FYdyj7ZyrvHvSIGE3brkUx9MW%252BVzhX7XvQAVtPy9qPR61U%252FJoFkovV%252FbLw4AM5ZGRR5gqgbchb%252FK23uuP5o%252Fp93JONf6upQ%252Feh7LJC9DpPr3QDfxFkitVM8QBpwRRtpI3AZVkdVgID2PRpbpggnsmQ2uKduZm6ff4nM%252BUbvKmAKmdWM2BqOq%252F%252BdyHydChS%252B2%252BJZJ4c%252B%252Fvgsy4ROLxCgC9ZH8%252FshKCQJTttEJtBHRv6rApmBQH8Ko55JWprfmZA5YbNOQGcY155To2p41%252Fb3HsZoDWfFwWMsPMkxgxKX771sFlIa8pJSwLnJttT0Omk6zAfSRKCfXj3khSAdNulbN25nM793PCcEBWLJfdzgpv5tqb6JvfqNFF7olUuQ6bSWgJOYHf4Q4mhEcvKrvnChaZGrT6NkjgzXoKQQZTh2YUvcfJfaWvRtV6l%252Btop1Yd5AoWTCYVNQLHqlh%252BZo8hAryaO0org4iM%252FNzPQd%7Cclp%3A2334524%7Ctkp%3ABFBMgvfSjtFf&LH_BIN=1,9781333634315
67, Subject:Diseases ISBN:9780134618449,$80.00,https://www.ebay.com/itm/325012355264?epid=229079606&_trkparms=ispr%3D1&hash=item4bac3ef8c0%3Ag%3AWioAAOSwsvVh7aXm&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvhAqMt0wg86xg8aAkgjQJGd12oidU4KjwwpU1D2fzS6e7f%252FOpg4TpT%252BihCB4kheus%252Fj2tfhEs9pjnnlC9ezobK%252FI4eOz1vgkYqyJkG%252F6JilkpMVICYm46AjxTrF%252BtgB69UYNFU%252FdBYYCaYDWqFng%252BhlWBYc7MthavBgDrtlyj%252Fn37ADqUKmZvOD%252Bcpi7PTeA6WsfiiSL%252B21Mq2Nj11DgPo7%252FSg3XDmfbmgux8KrYu0zmzZaAxDMiOT73VYbv4ogNW02T4Z2kf0OajUbg2Ol6cimAoz7CNBKeeRc4F3b7BP9H04e8A8Fo5xdIVOdMWOtbuDvopaXvNakC9%252F40dIgFD5HLrWvvYNwuthLN0Qn35JvTlhkQaejJbQOzd2gPhRB0XFs%252Fyk1Pewb4%252FfwiZCz3sKt6Vxal%252FdMzD2EcoBss8%252BgKi0k5vnQM1g2ZC36eOTBWzzJzcXkfj6mSHi%252FEw2k9BFynt2wwPdhTXETvoIrMPp%252FL%252Bu12djgNlP0P77CRxZcStsHCjDId9c%252FiLQ1bPMMsHsd6qkb%252Fi4wAZ7nBhpLBEwBASEUv4YvNyZ2pFrnwZu1rNzmUv9k8eikSkdwLb46COUkuJQBWpA8nUHyrLjCOv08VsKr9HrlRiGJI53I%252Bw7QjbshDjgRk9SgIflh0qigPhBmO5DY05h13VbDraC7OOh4Ia7ZoFA0iW3dCMJqA2Yg6kelGeY30HSpOlLY2Pr1sExaPpMcZK2o5xwh5Z0i4puiyOVvdf7s2uq9CNE7iaRg7PTQ6XPU%252FUPxoHRa7QTCxFVlO9PtBw5bxtcebhYGgxlFBeeRvR%252BMbir1SHoaVl%252BQC%7Cclp%3A2334524%7Ctkp%3ABFBMgvfSjtFf&LH_BIN=1,9780134618449
68, Publication Name:Not Available ISBN:9781908269867,$5.95,https://www.ebay.com/itm/165292841080?epid=739360548&_trkparms=ispr%3D1&hash=item267c389878%3Ag%3AtOUAAOSwBNFh6Y%7E6&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSLY2M1Gjmuwt9c03vWNfiRq9VRjF3XmlfJ%252BLrXV6J0uERjL98TKZcysobFUVPxZvH5wS%252Bm6AVps0DmED024m1EhY4QvCfhNMbsIBmm0ufYj7ZBntmLVtt2G0IJtmVvhxC%252F2jSCXkp6%252BmlSN6iW3nY0Ci0b8aE6dH8u%252F7APZ7Fnbx%252BUhg%252BjvFq3ogHAUAYNcj53HJaIgb7byFi1OK8GC54cA2qH6kurtXreYuRxdJLwT3yAybiUa2JL4kVdY8SBYua3%252BgnKSjL3znwjBrOOsFuWv6uOZyI1UkYNm2wAOLASpOHaLGuFFVxJ4tQ5i3GqMMwhKq%252B3xUCMsW0s3rQKQUi3gZuki%252BmCY%252B%252BYrkjO3%252FmFUEX8VSSrPpTAV6lEfXEYQTLd9Xpo%252FncmQAIQi%252BH55beFbqUDr9pHtudnh9IpmohaXxaLvM3tLBkgTgmmbG%252F%252FnbiR%252F5RKsje8g%252F9qytfRAovlzYPkrInfhHqluMiWYthCZdZt71ahChIO%252B5GE%252BiEWnF9CKF%252FgrdseGMDvjQ5OlYXXOtqxxjHfmjO8MlnsXpuhvvOa5VbyRAjT0xeLEvUnSvAcfg8xMocLIuzG4tC19kRQwvr0ayqSAudLto9j6LS7pAGqNSEE01aAHPQ6%252BSWaxHgNLx4h1ZwatGM%252B0WRS9QptKjsfWW7a5cCQ3Ckk6ulVSH4QeahsntdQhiyTKf9EQZ4faWj7ZRGLKePUnZ%252FNcTFlwcUI5wtYTxEW5KOLZ8lQb%252BgDI0IQH0LKfek%252B1xLJ%252BnalcEyoAFDgSlPTM7lgdmmzBR05KrYWdDf9Kz3i68xtL%252BEfO75nOYtSqxIG3iZlsQg%7Cclp%3A2334524%7Ctkp%3ABFBMgvfSjtFf&LH_BIN=1,9781908269867
69, IsTextBook:No ISBN:9781138362000,$50.00,https://www.ebay.com/itm/125114889898?epid=20038852537&hash=item1d216db6aa%3Ag%3ABXgAAOSwUihh7XGu&LH_BIN=1,9781138362000
70, ISBN:9780134752556,$55.90,https://www.ebay.com/itm/333540088730?epid=242868473&hash=item4da889db9a%3Ag%3A%7EAgAAOSwaZVeZfAe&LH_BIN=1,9780134752556
71, Author:Gregory Rickard ISBN:Does Not Apply,$22.99,https://www.ebay.com/itm/175120077866?hash=item28c5f8542a%3Ag%3A3NUAAOSwollh6cXb&LH_BIN=1,
72," Publisher:M.T. Publishing Company, Inc. ISBN:9781938730993",$30.00,https://www.ebay.com/itm/144381589850?epid=26038519017&hash=item219dd0395a%3Ag%3AAIcAAOSwQThh7Dfz&LH_BIN=1,9781938730993
73," Condition:Very Good: A book that does not look new and has been read but is in excellent condition. No obvious ... Read moreabout the conditionVery Good: A book that does not look new and has been read but is in excellent condition. No obvious damage to the cover, with the dust jacket (if applicable) included for hard covers. No missing or damaged pages, no creases or tears, and no underlining/highlighting of text or writing in the margins. May be very minimal identifying marks on the inside cover. Very minimal wear and tear. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ISBN:9780982967621",$13.99,https://www.ebay.com/itm/384693559891?epid=128378447&hash=item599185e253%3Ag%3Agp0AAOSwu8Zh7D3N&LH_BIN=1,9780982967621
74," Condition:Acceptable: A book with obvious wear. May have some damage to the cover but integrity still intact. ... Read moreabout the conditionAcceptable: A book with obvious wear. May have some damage to the cover but integrity still intact. The binding may be slightly damaged but integrity is still intact. Possible writing in margins, possible underlining and highlighting of text, but no missing pages or anything that would compromise the legibility or understanding of the text. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ISBN:9781496377234",$35.60,https://www.ebay.com/itm/115130990068?epid=239533950&hash=item1ace577df4%3Ag%3Ana4AAOSwexpf%7EZ5l&LH_BIN=1,9781496377234
75, ISBN:1947314092 UPC:00609068000405,$9.99,https://www.ebay.com/itm/333724203335?epid=24038779421&hash=item4db3833947%3Ag%3AylQAAOSwUjJexqWZ&LH_BIN=1,
76, ISBN:9781926778105 Publication Year:2010,$49.99,https://www.ebay.com/itm/142653335739?epid=102829059&hash=item2136cd28bb%3Ag%3AZ3UAAOSwoFVaWCOA&LH_BIN=1,9781926778105
77, ISBN:9780134527604,$16.90,https://www.ebay.com/itm/233185350665?epid=234677444&hash=item364aee1409%3Ag%3AqpYAAOSw-1JdNWXz&LH_BIN=1,9780134527604
78, ISBN:9780803625792,$14.00,https://www.ebay.com/itm/232204018359?epid=159989013&hash=item36107022b7%3Ag%3AzfIAAOSwwstbaYwZ&LH_BIN=1,9780803625792
