,isbn_numbers,price_list,book_urls,isbn
260, ISBN:DOESNOTAPPLY,$59.99,https://www.ebay.com/itm/133886547369?hash=item1f2c4295a9%3Ag%3AdzIAAOSwWexhThYO&LH_BIN=1,
261, ISBN:9781681612058,$56.00,https://www.ebay.com/itm/384331813291?epid=6042300029&hash=item597bf611ab%3Ag%3Ai0wAAOSw5vpgr6IZ&LH_BIN=1,9781681612058
262," Publication Name:Living Religions, Books a la Carte Edition ISBN:9780134169071",$40.23,https://www.ebay.com/itm/115213495734?epid=18038261814&hash=item1ad3426db6%3Ai%3A115213495734&LH_BIN=1,9780134169071
263," ISBN:9780470408810 Publication Name:Science Teacher's Activity-A-Day, Grades 5-10 : Over 180 Reproducible Pages of Quick, Fun Projects That Illustrate Basic Concepts",$7.99,https://www.ebay.com/itm/265511812665?epid=102798109&hash=item3dd1bcbe39%3Ag%3ABGcAAOSwAfVf%7Ecax&LH_BIN=1,9780470408810
264, Publication Year:2018 ISBN:9781610060035,$17.00,https://www.ebay.com/itm/234387406164?hash=item369293fd54%3Ag%3AKvkAAOSw6mhh6xkw&LH_BIN=1,9781610060035
265, Number of Pages:306 ISBN:9780996284677,$14.25,https://www.ebay.com/itm/175121663394?hash=item28c61085a2%3Ag%3At9oAAOSwmOVh6v7U&LH_BIN=1,9780996284677
266," Condition:Like New: A book that looks new but has been read. Cover has no visible wear, and the dust jacket ... Read moreabout the conditionLike New: A book that looks new but has been read. Cover has no visible wear, and the dust jacket (if applicable) is included for hard covers. No missing or damaged pages, no creases or tears, and no underlining/highlighting of text or writing in the margins. May be very minimal identifying marks on the inside cover. Very minimal wear and tear. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ISBN:9781509303656",$30.00,https://www.ebay.com/itm/304327783182?epid=235655422&hash=item46db59730e%3Ag%3AT%7E4AAOSwuIlh7JFa&LH_BIN=1,9781509303656
267, EAN:9780323028851 ISBN:0323028853,$35.00,https://www.ebay.com/itm/304324512229?epid=45331167&hash=item46db2789e5%3Ag%3AGsEAAOSwQv9h4b%7Ej&LH_BIN=1,9780323028851
268, ISBN:9781455922994 Publication Year:2019,$43.99,https://www.ebay.com/itm/224612076656?epid=20038382870&hash=item344bec4c70%3Ag%3AEM0AAOSw6iRhQ1br&LH_BIN=1,9781455922994
269, Level:Advanced ISBN:0916888096,$18.97,https://www.ebay.com/itm/185265468004?epid=116821558&hash=item2b22aeb264%3Ag%3AoMUAAOSwC35h6v%7EL&LH_BIN=1,
270, Type:Style Guide ISBN:9780958057141,$32.99,https://www.ebay.com/itm/153694545783?epid=8024607655&hash=item23c8e8a777%3Ag%3AIX4AAOSwnO1dr1fb&LH_BIN=1,9780958057141
271, ISBN:9780735216204 Publication Year:2017,$12.99,https://www.ebay.com/itm/313845736316?epid=236561651&hash=item4912a9e37c%3Ag%3AGZIAAOSwdPNh7ZPC&LH_BIN=1,9780735216204
272, ISBN:9780981626727 EAN:9780981626727,$45.00,https://www.ebay.com/itm/393850008655?epid=126897846&hash=item5bb34a344f%3Ag%3AfpkAAOSw3WRh11%7EZ&LH_BIN=1,9780981626727
273, ISBN:9780134464459 EAN:9780134464459,$47.88,https://www.ebay.com/itm/115213495051?epid=228947051&hash=item1ad3426b0b%3Ag%3ASxEAAOSw4f9f%7Ese9&LH_BIN=1,9780134464459
274, Subject:Literature ISBN:9781554811038,$15.99,https://www.ebay.com/itm/175123080812?epid=117276905&_trkparms=ispr%3D1&hash=item28c626266c%3Ag%3A%7ECAAAOSwaYdhmS2S&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSDAeS9EQtjPGVfKXTxF0%252Bjpr1bw3AlbaoL5gqEq8qWUQ95ahmuAfeDaovFjlOsl72RhhudLhSG9oSMbFQGKaEGLjgAuSQF%252B5N%252FyNMvLgWdbFkkU3qhLvP67UGMydkmqdgDgFsUPW6045h2rrmVI357PlqHhaYZ05XOHatXpAMziqLiummNODqWZlWD5CW0mjl%252B6kg2JYOpTd99qR41QIGDo0m0QvcjSJHwGdbve2ULicCEgfDZj3Y%252B6YXYm11CEx04BmL6JFwnF2%252BXPMlU%252Bf7llaYANn7HJKzTGWsRY4oIcM6StaHqC6cO8ageWKTA5yG7r0VoX%252F%252Bv1QoN4wPUMaOX5P7SX21ea%252BmgtdHO8myKAEaxP8Ivy%252F%252BQi5Vno%252FI0j0Svtty0Kxm4bSHbsxrQ5reHbvVjKJHhwVQmc6xBMJ1JGpqY3Bq5uT55bx%252BfhqrHmfqknw64KAjAJXIvY0FdF3qBUWc40BwJ0yBNddO9w4jp9GfE%252FXAaERWL61jeWc%252B6m941Sb1INvZlliSfVngWcfxAMawkDShtgp7c48BsB1UcLT6j9A9NcK6y8TGFWPNtSl6qy%252FeaUJ7i%252FFJylw9fEySD0z9ZCzYFJN9IGL6oirN4bJ4XXrsWFVVBB5rmSIGfR%252FOiAVPsAAHoQW05r7nGkpA2UWk1l5zJlnioIh0lAtyzlDJ7dpRfqJzMMQJ0JPqHDy9A0wbM%252FrsoPeycTJstIACc39EcF2%252FhOMs5pnkaoAYvL4wqhaQ9SfUWi2p4umWDpOUpMfjrioWQrkOoI8C%252FNfAPuw%252BUrZAIzEDrStjLqhOr00JgXgnvZ%252FPZ3Y%252BtgyWlkG2%7Cclp%3A2334524%7Ctkp%3ABFBM0tnTjtFf&LH_BIN=1,9781554811038
275, MPN:Does not apply ISBN:0134555635,$53.39,https://www.ebay.com/itm/254545057420?epid=235613838&_trkparms=ispr%3D1&hash=item3b4411568c%3Ag%3Aq1sAAOSwksZhETTu&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dstswIvvns7MIo9wvAM%252F2tyjyDcNojITrh%252BBZl0ihm8BamvECVL%252FT%252BaGkZMAtZnCQn9ivrA5GSfMABNt%252B8sY1stSxBLDkGM4zdBPj4upCqIl9IelLoNk9nztJq97X%252FZqe%252FNQzv4VrfmRLNASJU4wJcWYa1G4PekyH37QfngS2c9emoeVP0o4%252BTTPv%252FlfjQRgGyQqy%252BYHfj4cGKNEYbGRDuiPba%252FjmPDxrSA1RTYut9NXcYZVZMcJLgd9slgqTJDjjAqTGTbXx7URysppGJZvML43Tvg8jIitlQtbKxNQNrGZyBZ2FNW2ICPhRj5psJhRS7B7ZidrIN5fkOR6jLWqIthnWKk5LBPG%252BJKMgZQMDjO0DXreRVar9ZHDaxQjfhxrC1vfH%252FajNtIUif0tHLkAD%252FvV2TULOMT0ZVsWUtHu%252FmMxYvowJ8cT8THvgekmAUOrm4fcE%252FUu0OIivBqN9SIj8HIO7AW6XllYHV%252FiBl238T16%252FRwJYYPlNZdexn5zxVgEUmm9f32eHXe%252Bn%252FP1ULwswm6n7thAlK%252BgwDzdwuYC9hFbpBgt7anat30EmVAQnfIBKi4FK6g%252F66CUWAf7pNywp3YuxLTQ%252FdCV2pzmCW5Wrv4M1RnBkjOFmz2rsUViftMZmQsLb1%252FhX9evHyCRFo5PGvXuvJyZiVmfXb1Yz07D8PxsnDgfFVbSuII2dkFaX7H5Lt%252F4pntZiUcx09VPwEY7U8g940zoaSq%252FJ79dmsceedYFF%252FnZOglcM1VPqYSTvyMtOJxy7ZsezHXFnUAA54vK522J5ZsthBPZTWXRUyrQDRs7%7Cclp%3A2334524%7Ctkp%3ABFBM_vHTjtFf&LH_BIN=1,
276," Artist:Kakutani, Michiko ISBN:0525574972",$10.30,https://www.ebay.com/itm/274912524965?epid=21038664395&_trkparms=ispr%3D1&hash=item4002103aa5%3Ag%3AAroAAOSw6GVf%7Er0m&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSlHY%252FYTip4QFVjNQrCEJt6ruSUmLH0HAWLatCbCg0f29WwtcOfmMRhL6a7cetuPl3WC5YbUmMvfEqdVn%252FLdqRAkeWiS4FT%252FuBuzZZgWMUDNqiCgGHR7C%252BvM7C0ZPmMf7ZJ0sxeA1JJtwMwG7VpH6p4sub6LW1yAOduOEO4h2RjqKfLKhTVknaGD%252B%252B75LG9m3kH2P%252BsAiqx4eW3pg8MGDtwTpsKt5f%252FF5mH%252B6IU%252BplZOYxH88tYMgKqR5M3XzagkkoKZIzPS28HnNzaLNri1Guyz8bhbg7a31C8It5B0E%252F0NPIs5XorAwgTYTh%252B7zzTFKC%252Fb0kadQ0193ZOkejRIgAzVpTF1FBKFeNEpy5grkQJiOr8GSN%252BrDZYS01CbTmS4pQauYE7D0%252Bhk1q1oATyQCC%252BQKnHu74uUUlZdeFOOTLwHCB8iJhy1V%252FlLa8xCosiMstVU4b9qV3JhHbznMvzOth3PpZBzwsX4UjuNYN2AfNuNlIvF4Lc7%252FJsfTfLOsJhPwD6wlWFn62Kpy2xar6bQSN4FyzS%252FdIzazTvyzVD4GQASSjAesHSZShEXYwnypJYYlZmr2immwWlzIz6tqWmWRoN9hg3TdSA1aONQUx9F%252BPtuOYeOmZn25ev6uwY1wwcJPfvyBlEYFfMgEhKeYuRo98VNsFBEtLrQcC8VLqM%252FXqsyvNoXPeq9dlbmLyhyNEem%252B08tw8%252BTFFpL6rhF8rOEV3PyCDfj6RaZqBpngbcczawU%252BhphSQA4CGFvPWQPrO4UESVUiJCMtlx1zp8VLfFYOGuCwskzZ%252B0QpkbHsa69M48goUt8TTiPA%252F4ijl2qScLbMZ%7Cclp%3A2334524%7Ctkp%3ABFBM_vHTjtFf&LH_BIN=1,
277, Personalized:No ISBN:9780997693768,$25.50,https://www.ebay.com/itm/165294488549?epid=236989957&hash=item267c51bbe5%3Ag%3ALrsAAOSwck9h6t6d&LH_BIN=1,9780997693768
278, ISBN:9781629973296 Publication Year:2016,$24.00,https://www.ebay.com/itm/234389961066?epid=8038720755&hash=item3692baf96a%3Ag%3AEfQAAOSwnwth25a3&LH_BIN=1,9781629973296
279, Subject:Barbering ISBN:9781305100558,$75.00,https://www.ebay.com/itm/353871160614?epid=219177691&hash=item52645d6526%3Ag%3AtuMAAOSw7dth7HPs&LH_BIN=1,9781305100558
280, ISBN:9780133970777,$20.94,https://www.ebay.com/itm/333179777085?epid=210823507&hash=item4d930ff03d%3Ag%3Ab%7EgAAOSwUchaTH-y&LH_BIN=1,9780133970777
281, ISBN:9781629972725 Publication Year:2016,$15.90,https://www.ebay.com/itm/393889694561?epid=11038773149&hash=item5bb5a7c361%3Ag%3ALsMAAOSweDpf%7EqfA&LH_BIN=1,9781629972725
282, Subject Area:Maritime ISBN:9780801894756,$14.95,https://www.ebay.com/itm/294757445083?epid=79608869&hash=item44a0e9addb%3Ag%3A%7EUsAAOSwKGRh7BvA&LH_BIN=1,9780801894756
283, Publication Name:discovering the life span ISBN:9780134556949,$69.99,https://www.ebay.com/itm/363699539925?epid=234976786&hash=item54ae2e8fd5%3Ag%3A49UAAOSwby9f%7EqJF&LH_BIN=1,9780134556949
284, Item Weight:400 g ISBN:9780615889603,$24.00,https://www.ebay.com/itm/144382804751?epid=172107745&hash=item219de2c30f%3Ag%3A%7EBkAAOSwFiNdqQVZ&LH_BIN=1,9780615889603
285, ISBN:9780988924611,$24.94,https://www.ebay.com/itm/284411671644?epid=2134399488&hash=item423841b45c%3Ag%3A3ucAAOSwKuNgad7v&LH_BIN=1,9780988924611
286, UPC:Does not apply ISBN:9781333634315,$5.95,https://www.ebay.com/itm/165292825922?epid=247343175&_trkparms=ispr%3D1&hash=item267c385d42%3Ag%3AQQEAAOSw6pxh6Y2t&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSLY2M1Gjmuwt9c03vWNfiRhP1CAujT8AgYY0%252BoReyE6Yujlbe6QfgoNN98eJJh%252Fjwp7Js0YAJ4k551ZT7dJPHol7C0cGE42lm2MzLQGuIl80e4Xze1EySOZAlkV2Fn85LbemhB4tgWoshqGRuxjJR2HzZy2p93ZQW5jdKttytdkhSYUbhoeDjj2w9oVfD4G04aekV8UHayHVdoVkxKX1%252FDeXyZVzM0d%252BB2JSoihXziSNOtuOChuDFytYgWOWyqsv9mVGB2VyPbkW1RIJHSfDa2PALdddQzzJPPWVDoKvGDhSC3imjtGXUNuEhpkkqipe7k8s5DkqkAOv3D6Dco3VlsCdri76mdRKGe7%252BZSXRfa%252Bd1hh2RBjP11QTWyR2YZUu3JRnstp%252FMQR6VX2mpNXVdIIospLXOB5b17cz3IENKnpDqDGYSbKQ7K8%252FNh%252F%252BbKMjIIKcIUf6Ofp38lnjgRx4edxvouHx46Zb5BfaA4eINgq8EKGoS%252B0p0XuUjfhGyIkxH60Y6jBqK637jRjnnghAdRy0F6bFaAcZYwNO97udOOyzPKgkBt3ayy6s3FL6bV9sJEIJwxZpzOkSDBQs5qjW19JCA2iLJEWhbEwJFdi1Zma9hMjQk4CbvmCb%252BozopjGazhgqP6dkIt2NA%252BrufjJyXD94gZNzYQP8%252BVSRO5Y553qknUaPb7fOGvUJU%252FWXh2Gcbr69VyewZwhygRfg3d0y6JCqT4QiIqmyw5bMrU8XQiaaQhhjafd0F6PUk8x1qjDC6tWIPGqOX1Vpawet4f5vINi0kSK4d27fBoFLyoIaAp7CxAQyj1Fr55ZzH8ELRly7y%7Cclp%3A2334524%7Ctkp%3ABFBM_vHTjtFf&LH_BIN=1,9781333634315
287, Subject:Diseases ISBN:9780134618449,$80.00,https://www.ebay.com/itm/325012355264?epid=229079606&_trkparms=ispr%3D1&hash=item4bac3ef8c0%3Ag%3AWioAAOSwsvVh7aXm&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvhAqMt0wg86xg8aAkgjQJGd12oidU4KjwwpU1D2fzS6e7f%252FOpg4TpT%252BihCB4kheus%252Fj2tfhEs9pjnnlC9ezobK%252FI4eOz1vgkYqyJkG%252F6JilkpMVICYm46AjxTrF%252BtgB69UYNFU%252FdBYYCaYDWqFng%252BhlWBYc7MthavBgDrtlyj%252Fn37ADqUKmZvOD%252Bcpi7PTeA6WsfiiSL%252B21Mq2Nj11DgPo7%252FSg3XDmfbmgux8KrYu0zmzZaAxDMiOT73VYbv4ogNW02T4Z2kf0OajUbg2Ol6cimAoz7CNBKeeRc4F3b7BP9H04e8A8Fo5xdIVOdMWOtbaHySjhJodp4a87R7d21rTcsdjCEt2CFxZHr8qBXzLHWdmPwBLaK9PbJzD%252F8jw4yq4fjdkgQjsMvpJhEkT2GEADCil%252BcvRDaZC33gMGRA5CeFSF6GmOeLBdSbZoHmCYT5n%252F6zcp2Nv6iHHe%252FEktwTTByVFiP3RDY%252F5v1vVNIQCIz1BwLTedZrcHyX%252Fws5eAWfstfTabtFMPOnmYOgdNeEm4JO0jOvXS8xwSpGsugZxU1S6h65YgBXwtZKcQxZ64PJYRJgoipwY%252FyWLl1EC3hlgyMmKrb%252Fj6ikFZMFU2z13FRr09BvxEgiC0ABYSjH7RJ4fYP%252BE82Ym7qC9Bm7UQp1bBQOr%252B1rmzeiXIWKCUMqt8Lbf7PuMJp5c%252BpVjWoDV%252Ffn8T7xKud9%252BtaGaGB6SXJh9YfMJxIjxNl8CEtwElso6wEMWxsVrdJpBDVU6MzuPv%252BqC2cT22%252B8e%252FUCFJMP5PgrhqhmcVzD2AEuFy6F1a5TtdUXVamrWd0%252BHVY1eP%252BVZnNM%7Cclp%3A2334524%7Ctkp%3ABFBM_vHTjtFf&LH_BIN=1,9780134618449
288, Publication Name:Not Available ISBN:9781908269867,$5.95,https://www.ebay.com/itm/165292841080?epid=739360548&_trkparms=ispr%3D1&hash=item267c389878%3Ag%3AtOUAAOSwBNFh6Y%7E6&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSLY2M1Gjmuwt9c03vWNfiRq9VRjF3XmlfJ%252BLrXV6J0uERjL98TKZcysobFUVPxZvH5wS%252Bm6AVps0DmED024m1EhY4QvCfhNMbsIBmm0ufYj7ZBntmLVtt2G0IJtmVvhxC%252F2jSCXkp6%252BmlSN6iW3nY0Ci0b8aE6dH8u%252F7APZ7Fnbx%252BUhg%252BjvFq3ogHAUAYNcj53HJaIgb7byFi1OK8GC54cA2qH6kurtXreYuRxdJLwT3yAybiUa2JL4kVdY8SBYua3%252BgnKSjL3znwjBrOOsFuWv6uOZyI1UkYNm2wAOLASpOHaLGuFFVxJ4tQ5i3GqMMwyLWqp8gxjgGEiHUI%252F0mMTrf5OR1LasauNLfSw2TkplUfFB7J0IFQPRQPVFw9vyK%252FPx4moNfeQV2EQ1RFBdX9ei6uc8m0tltLrthbu%252FJstfNjaEDvFXQ7SJo2BqNTPSxqPLdVCzkCyBXA4xKgkHAKM4DjL3OFbNZbX67EgflGc%252BG7DKOlOB%252BowLTI1rHWt3xtjF0LG5ZyFVfYrmprvgCsfjXRiLITHlWXvgJgyFeBRxfUb0xL%252BZQXpPH8ntus%252BLK4GYSa6qRXziiG%252BUKaUDmLLcNQyocTgySJvpQaDMaJM5SfkZ18okgdw2SRNeQWGtbqBuMtrTEL%252FV0UxuBy4dk1Iw%252FseJUR6w1bnxw2bKPRNyjv%252Fis%252FNlfZIIHeDOpTxVnTQ%252BEU%252Fs0qfEW7WRTfDU6doVBu%252BI9ZC2x35ST%252BH%252BW8sUOHvMHSom8oQki8D%252BGBhrSNu37G9ap57MzJavY7rWY%252FZF2PNQ%252B5AnzholHzyVZCtKp8Mw1N9LO%252F%252BsJcdfbVK%252F%252Fm%7Cclp%3A2334524%7Ctkp%3ABFBM_vHTjtFf&LH_BIN=1,9781908269867
289, IsTextBook:No ISBN:9781138362000,$50.00,https://www.ebay.com/itm/125114889898?epid=20038852537&hash=item1d216db6aa%3Ag%3ABXgAAOSwUihh7XGu&LH_BIN=1,9781138362000
290, ISBN:9780134752556,$55.90,https://www.ebay.com/itm/333540088730?epid=242868473&hash=item4da889db9a%3Ag%3A%7EAgAAOSwaZVeZfAe&LH_BIN=1,9780134752556
291, Author:Gregory Rickard ISBN:Does Not Apply,$22.99,https://www.ebay.com/itm/175120077866?hash=item28c5f8542a%3Ag%3A3NUAAOSwollh6cXb&LH_BIN=1,
292," Publisher:M.T. Publishing Company, Inc. ISBN:9781938730993",$30.00,https://www.ebay.com/itm/144381589850?epid=26038519017&hash=item219dd0395a%3Ag%3AAIcAAOSwQThh7Dfz&LH_BIN=1,9781938730993
293," Condition:Very Good: A book that does not look new and has been read but is in excellent condition. No obvious ... Read moreabout the conditionVery Good: A book that does not look new and has been read but is in excellent condition. No obvious damage to the cover, with the dust jacket (if applicable) included for hard covers. No missing or damaged pages, no creases or tears, and no underlining/highlighting of text or writing in the margins. May be very minimal identifying marks on the inside cover. Very minimal wear and tear. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ISBN:9780982967621",$13.99,https://www.ebay.com/itm/384693559891?epid=128378447&hash=item599185e253%3Ag%3Agp0AAOSwu8Zh7D3N&LH_BIN=1,9780982967621
294," Condition:Acceptable: A book with obvious wear. May have some damage to the cover but integrity still intact. ... Read moreabout the conditionAcceptable: A book with obvious wear. May have some damage to the cover but integrity still intact. The binding may be slightly damaged but integrity is still intact. Possible writing in margins, possible underlining and highlighting of text, but no missing pages or anything that would compromise the legibility or understanding of the text. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ISBN:9781496377234",$35.60,https://www.ebay.com/itm/115130990068?epid=239533950&hash=item1ace577df4%3Ag%3Ana4AAOSwexpf%7EZ5l&LH_BIN=1,9781496377234
295, ISBN:1947314092 UPC:00609068000405,$9.99,https://www.ebay.com/itm/333724203335?epid=24038779421&hash=item4db3833947%3Ag%3AylQAAOSwUjJexqWZ&LH_BIN=1,
296, ISBN:9781926778105 Publication Year:2010,$49.99,https://www.ebay.com/itm/142653335739?epid=102829059&hash=item2136cd28bb%3Ag%3AZ3UAAOSwoFVaWCOA&LH_BIN=1,9781926778105
297, ISBN:9780134527604,$16.90,https://www.ebay.com/itm/233185350665?epid=234677444&hash=item364aee1409%3Ag%3AqpYAAOSw-1JdNWXz&LH_BIN=1,9780134527604
298, ISBN:9780803625792,$14.00,https://www.ebay.com/itm/232204018359?epid=159989013&hash=item36107022b7%3Ag%3AzfIAAOSwwstbaYwZ&LH_BIN=1,9780803625792
299, ISBN:9781570616709 Book Title:The Lost Art of Reading: Why Books Matter in a Distracted Time,$3.87,https://www.ebay.com/itm/114859201523?epid=102772282&_trkparms=ispr%3D1&hash=item1abe2453f3%3Ag%3ADfAAAOSwNSRf%7EoMV&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSR84A%252FGMxXIqJzFmDq6lDLmYMmjCl7976fsKYQXEkCHxCBJxWY6q4Pn%252BcogP%252FRlNHmFcz3vctEKEiANtmbKaH8r07D%252Bjmp5fXBM%252BsluLIMO9YPlAkbmnuGHXWS25N%252Fk0OdX2K2a7%252F8pDjRKO8Z5IjBGK8UH3Pebiu6TDfVY8CvfJERsWdvlLGxGtC26pQLI9kcRb%252FtKOpLgxY4ij5ep326%252BDg4UMqxynu0ag%252FrUWBJKXkVWf25pJL6qmZxGyFVBLNT7vqbuEYGSLoy1j93QorCw3TveybS8aIjh5tAjGx%252FoX4WSOyzLg5IhOE8k3m0KrVwhmsZH05Ka43JP0lQTKs0Laj30yCgELeVSSGHY%252F1UY%252BtU0IsBpSxdnj%252BOL155wp3SVHFj3%252B3CZVybBNc0vxRhCdHrzTKQv4r5%252BN5YHXz5FtjRz4ac4wEvoAlqMr4ElLxHfKvwuzF6cmoP9Z%252FZqmzXqaY6qnL5Ec5A%252BJuImco50OVs1w2AvfdGLDt8NaC1Ma6lImBNa9zfa5NHb%252BNi3%252F7S6V0YqYv0%252F%252B2eBhV8GVbt2BE2DR1TpA71T8uexUvfSp9yn1Gg%252Fg5GtqckGXMaek6UblpcSGFwDmuF8AcgiBVUhP2NwdpS%252B5ccGlTxTlgzAV00JeFZqemHFNGgw7Ac0xo5X6vf3phnC4CbQMDZ7vXnA7egjT9xg22Zc8ZzQ8ah2g6ydrx2hmV8r4D5prFkoG%252BgDKPyVHLeywJbPfIc%252F75wulhua1%252B2yQjUmeZsNQRV89a%252FBM8LpwcKaj8n0Hh2b5R0o4us8lYe6pifnOEiNyirpaV8jSVhc0lkLMSxo8YOw8I%7Cclp%3A2334524%7Ctkp%3ABFBM_vHTjtFf&LH_BIN=1,9781570616709
300, UPC:Does not apply ISBN:9780692374009,$5.95,https://www.ebay.com/itm/165292824325?epid=208613795&_trkparms=ispr%3D1&hash=item267c385705%3Ag%3Aw5UAAOSwNyxh6Y2M&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSLY2M1Gjmuwt9c03vWNfiRmqTCcOnbxzi0wFLVoK31r%252BmgOswFORN5HBSjD8M7SjAwqIKUjdOxrxa%252FU5ei%252F8lrlDSJUxaartv4tH55yt6UzjYJZTOLIF28IKM3c%252FpiNMCWK1SeXScIAvJhfTJ%252Bad9CKvNyifp4zBIq6ddtm5yA60rTycviMCeYE0hcfu%252BGDr6PmR0HNbpXVQqnSKD35yGMRt%252FdDtGoeDBGGXXAMM%252B2hhsFxD16c8gz2LXxfY8H8lfPvRV5CX1H2tgpZFTHX0VgqOMWvaFC%252BaTWrVUQmOMjISivKD%252BVvzGrAeUEBrRWY0%252FEbGFhSEOejmmMBe0DmM3ZezL9vBuAn0shaSbvvlJofZdzwOiYXAmeoPy0uWJULhrWV39P6lLLB2lYxOF7TY2HE6cbip1KvdnvT0nJrPJ9GuBCqY6eackmucxVsn%252FHEtGv%252B5sU%252FagbRW87lP2%252BLCiSsVlteOGp%252FWNTdagb9RQLt6l1M%252B7nxQuAbp0W2539Hb70ck0MRIiyqywIbUvfVpwEamKm1IUvhoZnd1YMARvNCGqqSi6puyhyXeDhUcaeXoOjC4HhC5eq66Mp26vKiNIPBbC5BC74a%252FHUwO%252B5sBQG2512QFr7NzcVTzdHesf8OXUpvYIkwbX5UoZU%252FbQcwOOQHqaymJrBzX7hDZBBnGh31bWzk%252BTYapZdVDnLmMvIJOCW91N01SgNim7uHQgE8EQvKHSvyDfOGzuqsxU8Hl5GgFkTL3CABEgX5Y8vgLQmOmsgw%252F2pPOezMOLpH7lbBj6EQXVxCF9mv5dPaRpFbZHgII9LHycewo7dEcfN1eIWBG%252B%7Cclp%3A2334524%7Ctkp%3ABFBM_vHTjtFf&LH_BIN=1,9780692374009
301, ISBN:1107674824 EAN:9781107674820,$24.40,https://www.ebay.com/itm/304122256318?epid=176299586&_trkparms=ispr%3D1&hash=item46cf195bbe%3Ag%3AEW4AAOSw4VJfWvrs&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSzaVbXtmGxqmWnpn8RLN2qyJEFnaL6n6pSb%252F0zT24FS%252FcKJgBxStdnoEpYLgzgKch8MsZCUy91GS4fTU%252FMWY8LbzPHwFnEytLmCUW5B1CD94VCnkyLifjyeQyivpfuR9UeUURv1VtZR421tbREFo9o5D%252FJjxUSVKAkf0DHN2QvD2t5CmdsHo0S5Mp00xmKBk7kaTUcMf9PPRla7paUCj8RzWNfs6zcNjLfzfMxCQq9VXldJz155axtgJA0iz4Et382PVyPmjF7HJa%252BDXfkNWyNwjAgQDYZg04U5A%252Fbbw%252FcBdlmvLI1mXD9CvHGYgetBUvacz06PGVTqAdEDRQ0p5U5PMUyYkJwAPz7Wleussl3xOMZk0NKW%252F9TEkI0BVrOUgr5LD1OWGsuhPhKipUVJza5WIRLdAIrSt%252F%252F0Nr3aRB7Vm10x2O5ObVC2g8dLjJM9VQF5aExB9izfmkIuuW96qSMVjB9Tuxx9dGSFN5gzRoWuxGYbJrxvNN6nrdfC2kFKRq%252BMmScm5hPk8uc4xo%252FdYkY8sKxuzn5Hnx21uKf2LC7HKrCR%252FizhKO97zo1Z0QY8fd0B5r%252FLBdCULDWYLTXzGDY8D4Rtjt2%252BCv%252FjNXMpSxSZAvI9jMRtp4cGC89JbluLCCo7J5yiGn%252BVfxchJFBKCjTB2ZDG%252Brq2GDDWz2e0xPUFbmhdNR5KXDtbcXvFU0eBqtWDT7hmzmOMqyj%252FfQ9YHi78sKWSH6tTV7vMSW8UCKTLTFRR4qWUrT6UquaHi0fCQ6iYKHAEAPWaTSTOaWwCEH2R6knGuQV31QRiJZLr7ZuPqnGjw5NcR2PC7IWJ%252Byndz4%7Cclp%3A2334524%7Ctkp%3ABFBM_vHTjtFf&LH_BIN=1,9781107674820
